query	document	reference	score	query_type
What are the principles of repentance?	Therefore also now, saith the LORD, turn ye even to me with all your heart, and with fasting, and with weeping, and with mourning:	Joel 2:12	3	thematic
What are the principles of repentance?	Now, repentance could not come unto men except there were a punishment, which also was eternal as the life of the soul should be, affixed opposite to the plan of happiness, which was as eternal also as the life of the soul.	Alma 42:16	2	thematic
What are the principles of repentance?	And now I speak concerning baptism. Behold, elders, priests, and teachers were baptized; and they were not baptized save they brought forth fruit meet that they were worthy of it.	Moroni 6:1	1	thematic
What are the principles of repentance?	And wo unto him to whom he shall say this, for it shall be unto him that will do iniquity, and he cannot be saved; therefore, for this cause, that men might be saved, hath repentance been declared.	Helaman 12:22	2	thematic
What are the principles of repentance?	Now, how could a man repent except he should sin? How could he sin if there was no law? How could there be a law save there was a punishment?	Alma 42:17	1	thematic
What are the principles of repentance?	And whosoever repented of their sins and did confess them, them he did number among the people of the church;	Mosiah 26:35	2	thematic
What does Moroni 10:4-5 say about gaining a testimony?	And when ye shall receive these things, I would exhort you that ye would ask God, the Eternal Father, in the name of Christ, if these things are not true; and if ye shall ask with a sincere heart, with real intent, having faith in Christ, he will manifest the truth of it unto you, by the power of the Holy Ghost.	Moroni 10:4	3	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And by the power of the Holy Ghost ye may know the truth of all things.	Moroni 10:5	3	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And God shall show unto you, that that which I have written is true.	Moroni 10:29	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And ye shall testify that you have seen them, even as my servant Joseph Smith, Jun., has seen them; for it is by my power that he has seen them, and it is because he had faith.	D&C 17:5	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And after that you have obtained faith, and have seen them with your eyes, you shall testify of them, by the power of God;	D&C 17:3	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	Behold, I would exhort you that when ye shall read these things, if it be wisdom in God that ye should read them, that ye would remember how merciful the Lord hath been unto the children of men, from the creation of Adam even down until the time that ye shall receive these things, and ponder it in your hearts.	Moroni 10:3	2	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And it is by your faith that you shall obtain a view of them, even by that faith which was had by the prophets of old.	D&C 17:2	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And whatsoever thing is good is just and true; wherefore, nothing that is good denieth the Christ, but acknowledgeth that he is.	Moroni 10:6	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And to another, that he may teach the word of knowledge by the same Spirit;	Moroni 10:10	0	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And ye may know that he is, by the power of the Holy Ghost; wherefore I would exhort you that ye deny not the power of God; for he worketh by power, according to the faith of the children of men, the same today and tomorrow, and forever.	Moroni 10:7	2	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	But he that believeth these things which I have spoken, him will I visit with the manifestations of my Spirit, and he shall know and bear record. For because of my Spirit he shall know that these things are true; for it persuadeth men to do good.	Ether 4:11	2	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	Behold, I say unto you, that you must rely upon my word, which if you do with full purpose of heart, you shall have a view of the plates, and also of the breastplate, the sword of Laban, the Urim and Thummim, which were given to the brother of Jared upon the mount, when he talked with the Lord face to face, and the miraculous directors which were given to Lehi while in the wilderness, on the borders of the Red Sea.	D&C 17:1	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	For behold, to one is given by the Spirit of God, that he may teach the word of wisdom;	Moroni 10:9	1	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	Behold, I say unto you they are made known unto me by the Holy Spirit of God. Behold, I have fasted and prayed many days that I might know these things of myself. And now I do know of myself that they are true; for the Lord God hath made them manifest unto me by his Holy Spirit; and this is the spirit of revelation which is in me.	Alma 5:46	2	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	And again, to another, that he may prophesy concerning all things;	Moroni 10:13	0	specific_verse
What does Moroni 10:4-5 say about gaining a testimony?	Ask that you may know the mysteries of God, and that you may translate and receive knowledge from all those ancient records which have been hid up, that are sacred; and according to your faith shall it be done unto you.	D&C 8:11	1	specific_verse
